"","IndicatorID","IndicatorName","ParentCode","ParentName","AreaCode","AreaName","AreaType","Sex","Age","CategoryType","Category","Timeperiod","Value","LowerCI95.0limit","UpperCI95.0limit","LowerCI99.8limit","UpperCI99.8limit","Count","Denominator","Valuenote","RecentTrend","ComparedtoEnglandvalueorpercentiles","Comparedtosubnationalparentvalueorpercentiles","TimeperiodSortable"
"265",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000001","City of London","County & UA","Female","15-44 yrs",NA,NA,"2009/10",NA,NA,NA,NA,NA,NA,NA,"Value for Hackney and City of London combined",NA,"Not compared","Not compared",20090000
"266",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000002","Barking and Dagenham","County & UA","Female","15-44 yrs",NA,NA,"2009/10",281.9141246205,233.150661990217,337.866679202584,NA,NA,117,41502,NA,NA,"Worse","Worse",20090000
"267",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000003","Barnet","County & UA","Female","15-44 yrs",NA,NA,"2009/10",154.760121811193,128.721462372158,184.519387561022,NA,NA,124,80124,NA,NA,"Better","Better",20090000
"268",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000004","Bexley","County & UA","Female","15-44 yrs",NA,NA,"2009/10",214.592274678112,174.788932123059,260.749066642227,NA,NA,101,47066,NA,NA,"Same","Same",20090000
"269",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000005","Brent","County & UA","Female","15-44 yrs",NA,NA,"2009/10",225.546223138552,192.249846668748,262.952456871593,NA,NA,163,72269,NA,NA,"Same","Same",20090000
"270",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000006","Bromley","County & UA","Female","15-44 yrs",NA,NA,"2009/10",679.541629938296,616.389747583686,747.407644980123,NA,NA,424,62395,NA,NA,"Worse","Worse",20090000
"271",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000007","Camden","County & UA","Female","15-44 yrs",NA,NA,"2009/10",114.750502033446,89.1082548686655,145.473604272819,NA,NA,68,59259,NA,NA,"Better","Better",20090000
"272",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000008","Croydon","County & UA","Female","15-44 yrs",NA,NA,"2009/10",268.266140257637,233.367656224678,306.911388385012,NA,NA,212,79026,NA,NA,"Worse","Worse",20090000
"273",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000009","Ealing","County & UA","Female","15-44 yrs",NA,NA,"2009/10",175.037195404023,147.244503498556,206.550755036409,NA,NA,140,79983,NA,NA,"Better","Better",20090000
"274",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000010","Enfield","County & UA","Female","15-44 yrs",NA,NA,"2009/10",281.502118521098,243.281669342715,324.023316587014,NA,NA,194,68916,NA,NA,"Worse","Worse",20090000
"275",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000011","Greenwich","County & UA","Female","15-44 yrs",NA,NA,"2009/10",291.476021013388,249.542732032462,338.439249196254,NA,NA,172,59010,NA,NA,"Worse","Worse",20090000
"276",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000012","Hackney","County & UA","Female","15-44 yrs",NA,NA,"2009/10",168.624086619531,139.094077688305,202.569037638724,NA,NA,114,67606,"Value for Hackney and City of London combined",NA,"Better","Better",20090000
"277",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000013","Hammersmith and Fulham","County & UA","Female","15-44 yrs",NA,NA,"2009/10",139.305001622045,109.192883847297,175.155125055782,NA,NA,73,52403,NA,NA,"Better","Better",20090000
"278",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000014","Haringey","County & UA","Female","15-44 yrs",NA,NA,"2009/10",180.956616417979,149.782574399679,216.70555402454,NA,NA,118,65209,NA,NA,"Better","Same",20090000
"279",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000015","Harrow","County & UA","Female","15-44 yrs",NA,NA,"2009/10",180.991914382955,145.905027967702,221.970516026984,NA,NA,92,50831,NA,NA,"Better","Same",20090000
"280",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000016","Havering","County & UA","Female","15-44 yrs",NA,NA,"2009/10",269.782216130366,224.390889435127,321.659408849277,NA,NA,124,45963,NA,NA,"Same","Worse",20090000
"281",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000017","Hillingdon","County & UA","Female","15-44 yrs",NA,NA,"2009/10",195.727453702929,161.871936930893,234.574216174543,NA,NA,117,59777,NA,NA,"Same","Same",20090000
"282",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000018","Hounslow","County & UA","Female","15-44 yrs",NA,NA,"2009/10",255.506157698401,216.253873134796,299.823131989498,NA,NA,150,58707,NA,NA,"Same","Worse",20090000
"283",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000019","Islington","County & UA","Female","15-44 yrs",NA,NA,"2009/10",237.924458984272,199.619431590705,281.437999144063,NA,NA,136,57161,NA,NA,"Same","Same",20090000
"284",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000020","Kensington and Chelsea","County & UA","Female","15-44 yrs",NA,NA,"2009/10",144.032419500525,109.644151133202,185.791327204003,NA,NA,59,40963,NA,NA,"Better","Better",20090000
"285",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000021","Kingston upon Thames","County & UA","Female","15-44 yrs",NA,NA,"2009/10",162.6406441636,124.407205676379,208.918711445732,NA,NA,61,37506,NA,NA,"Better","Better",20090000
"286",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000022","Lambeth","County & UA","Female","15-44 yrs",NA,NA,"2009/10",132.308850126847,108.639333291674,159.603852223681,NA,NA,109,82383,NA,NA,"Better","Better",20090000
"287",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000023","Lewisham","County & UA","Female","15-44 yrs",NA,NA,"2009/10",363.321799307958,319.844640403165,411.060000643058,NA,NA,252,69360,NA,NA,"Worse","Worse",20090000
"288",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000024","Merton","County & UA","Female","15-44 yrs",NA,NA,"2009/10",103.846473373764,77.0768541527413,136.908628944789,NA,NA,50,48148,NA,NA,"Better","Better",20090000
"289",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000025","Newham","County & UA","Female","15-44 yrs",NA,NA,"2009/10",219.608062553328,186.599916566006,256.772772880894,NA,NA,157,71491,NA,NA,"Same","Same",20090000
"290",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000026","Redbridge","County & UA","Female","15-44 yrs",NA,NA,"2009/10",191.640508838592,158.356260534303,229.854535731533,NA,NA,116,60530,NA,NA,"Same","Same",20090000
"291",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000027","Richmond upon Thames","County & UA","Female","15-44 yrs",NA,NA,"2009/10",197.416524494272,156.77721665646,245.370714550644,NA,NA,81,41030,NA,NA,"Same","Same",20090000
"292",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000028","Southwark","County & UA","Female","15-44 yrs",NA,NA,"2009/10",123.477433212857,100.01711733571,150.787079886463,NA,NA,96,77747,NA,NA,"Better","Better",20090000
"293",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000029","Sutton","County & UA","Female","15-44 yrs",NA,NA,"2009/10",153.392904969443,117.871319898437,196.256159545398,NA,NA,63,41071,NA,NA,"Better","Better",20090000
"294",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000030","Tower Hamlets","County & UA","Female","15-44 yrs",NA,NA,"2009/10",107.456014671328,84.5209721208256,134.697044886287,NA,NA,75,69796,NA,NA,"Better","Better",20090000
"295",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000031","Waltham Forest","County & UA","Female","15-44 yrs",NA,NA,"2009/10",272.569587841744,232.566146875791,317.478781879457,NA,NA,165,60535,NA,NA,"Worse","Worse",20090000
"296",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000032","Wandsworth","County & UA","Female","15-44 yrs",NA,NA,"2009/10",131.871570501,109.153584493118,157.923497417175,NA,NA,118,89481,NA,NA,"Better","Better",20090000
"297",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000007","London region","E09000033","Westminster","County & UA","Female","15-44 yrs",NA,NA,"2009/10",124.522232406911,97.4309778284505,156.815143364276,NA,NA,72,57821,NA,NA,"Better","Better",20090000
"298",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E10000002","Buckinghamshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",162.111846715405,137.595465218933,189.736654514089,NA,NA,155,95613,NA,NA,"Better","Better",20090000
"299",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E10000003","Cambridgeshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",141.414141414141,121.237867292462,163.988427034038,NA,NA,175,123750,NA,NA,"Better","Better",20090000
"300",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E10000006","Cumbria","County & UA","Female","15-44 yrs",NA,NA,"2009/10",206.229715109989,177.431455761885,238.370406311808,NA,NA,183,88736,NA,NA,"Same","Better",20090000
"301",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E10000007","Derbyshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",268.768157639893,242.521863479195,297.080390474085,NA,NA,383,142502,NA,NA,"Worse","Same",20090000
"302",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E10000008","Devon","County & UA","Female","15-44 yrs",NA,NA,"2009/10",278.395558289563,250.107830736074,309.006710035122,NA,NA,353,126798,NA,NA,"Worse","Same",20090000
"303",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E10000009","Dorset","County & UA","Female","15-44 yrs",NA,NA,"2009/10",241.595155546491,204.944912081966,282.908355402749,NA,NA,154,63743,NA,NA,"Same","Same",20090000
"304",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E10000011","East Sussex","County & UA","Female","15-44 yrs",NA,NA,"2009/10",211.593514149609,182.352020644488,244.190155829028,NA,NA,187,88377,NA,NA,"Same","Same",20090000
"305",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E10000012","Essex","County & UA","Female","15-44 yrs",NA,NA,"2009/10",221.045009337246,203.419068037666,239.789370889483,NA,NA,580,262390,NA,NA,"Same","Worse",20090000
"306",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E10000013","Gloucestershire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",211.245449233673,185.098109354356,240.051433997048,NA,NA,235,111245,NA,NA,"Same","Better",20090000
"307",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E10000014","Hampshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",251.011814725481,231.547079056372,271.675806867003,NA,NA,614,244610,NA,NA,"Worse","Worse",20090000
"308",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E10000015","Hertfordshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",180.059722779338,162.927261490174,198.503643235424,NA,NA,404,224370,NA,NA,"Better","Same",20090000
"309",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E10000016","Kent","County & UA","Female","15-44 yrs",NA,NA,"2009/10",244.592689758632,226.486188181276,263.761522362019,NA,NA,675,275969,NA,NA,"Same","Worse",20090000
"310",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E10000017","Lancashire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",229.075280251673,209.751825448213,249.700070752323,NA,NA,517,225690,NA,NA,"Same","Better",20090000
"311",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E10000018","Leicestershire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",242.724357673418,215.988892756401,271.854995420064,NA,NA,299,123185,NA,NA,"Same","Same",20090000
"312",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E10000019","Lincolnshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",247.588149918894,221.161013859001,276.303900544547,NA,NA,319,128843,NA,NA,"Same","Same",20090000
"313",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E10000020","Norfolk","County & UA","Female","15-44 yrs",NA,NA,"2009/10",189.127779455995,167.913520204551,212.280300742078,NA,NA,288,152278,NA,NA,"Better","Same",20090000
"314",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E10000021","Northamptonshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",190.510684534589,168.179800629848,214.981502733183,NA,NA,263,138050,NA,NA,"Better","Better",20090000
"315",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E10000023","North Yorkshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",176.19172774971,151.457645851892,203.813339153128,NA,NA,181,102729,NA,NA,"Better","Better",20090000
"316",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E10000024","Nottinghamshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",380.456412781716,349.70082686149,413.19198106942,NA,NA,564,148243,NA,NA,"Worse","Worse",20090000
"317",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E10000025","Oxfordshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",159.877452073945,139.219678348389,182.736668859007,NA,NA,215,134478,NA,NA,"Better","Better",20090000
"318",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E10000027","Somerset","County & UA","Female","15-44 yrs",NA,NA,"2009/10",248.92657209631,217.727671774271,283.341326155215,NA,NA,229,91995,NA,NA,"Same","Same",20090000
"319",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E10000028","Staffordshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",336.507936507937,308.464761383689,366.415532685675,NA,NA,530,157500,NA,NA,"Worse","Worse",20090000
"320",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E10000029","Suffolk","County & UA","Female","15-44 yrs",NA,NA,"2009/10",201.22430727954,177.550260154408,227.176125659261,NA,NA,261,129706,NA,NA,"Better","Same",20090000
"321",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E10000030","Surrey","County & UA","Female","15-44 yrs",NA,NA,"2009/10",233.787588588961,213.915683186219,255.008625299706,NA,NA,509,217719,NA,NA,"Same","Same",20090000
"322",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E10000031","Warwickshire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",199.346901579587,173.295210689572,228.209602767296,NA,NA,210,105344,NA,NA,"Better","Better",20090000
"323",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000008","South East region","E10000032","West Sussex","County & UA","Female","15-44 yrs",NA,NA,"2009/10",244.334786566378,219.643715428697,271.041973600209,NA,NA,357,146111,NA,NA,"Same","Worse",20090000
"324",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E10000034","Worcestershire","County & UA","Female","15-44 yrs",NA,NA,"2009/10",249.80303991084,220.359022125921,282.085704437302,NA,NA,260,104082,NA,NA,"Same","Same",20090000
"325",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000",NA,NA,"E92000001","England","Country","Female","15-44 yrs",NA,NA,"2010/11",245.491248869553,242.533848720658,248.475709215883,NA,NA,26312,10718101,NA,NA,"Not compared","Not compared",20100000
"326",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000001","North East region","Region","Female","15-44 yrs",NA,NA,"2010/11",215.206337944898,202.629765893681,228.359111999819,NA,NA,1092,507420,NA,NA,"Better","Not compared",20100000
"327",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000002","North West region","Region","Female","15-44 yrs",NA,NA,"2010/11",266.988893006015,258.515722060625,275.66904389781,NA,NA,3754,1406051,NA,NA,"Worse","Not compared",20100000
"328",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000003","Yorkshire and the Humber region","Region","Female","15-44 yrs",NA,NA,"2010/11",216.442421956586,207.655971201626,225.5050848654,NA,NA,2284,1055246,NA,NA,"Better","Not compared",20100000
"329",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000004","East Midlands region","Region","Female","15-44 yrs",NA,NA,"2010/11",269.657357335389,258.966965281125,280.675731643708,NA,NA,2396,888535,NA,NA,"Worse","Not compared",20100000
"330",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000005","West Midlands region","Region","Female","15-44 yrs",NA,NA,"2010/11",250.464754284659,241.216768721912,259.976503143651,NA,NA,2766,1104347,NA,NA,"Same","Not compared",20100000
"331",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000006","East of England region","Region","Female","15-44 yrs",NA,NA,"2010/11",209.435253749122,201.062852031315,218.066729794382,NA,NA,2356,1124930,NA,NA,"Better","Not compared",20100000
"332",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000007","London region","Region","Female","15-44 yrs",NA,NA,"2010/11",236.825503723282,230.081331246455,243.717177444559,NA,NA,4670,1971916,NA,NA,"Better","Not compared",20100000
"333",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000008","South East region","Region","Female","15-44 yrs",NA,NA,"2010/11",248.581464469062,241.107466823355,256.228234053778,NA,NA,4186,1683955,NA,NA,"Same","Not compared",20100000
"334",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E92000001","England","E12000009","South West region","Region","Female","15-44 yrs",NA,NA,"2010/11",287.588103322637,277.044654828379,298.430078708858,NA,NA,2806,975701,NA,NA,"Worse","Not compared",20100000
"335",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E06000001","Hartlepool","County & UA","Female","15-44 yrs",NA,NA,"2010/11",335.289186923722,255.860972059275,431.583645748216,NA,NA,60,17895,NA,NA,"Worse","Worse",20100000
"336",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E06000002","Middlesbrough","County & UA","Female","15-44 yrs",NA,NA,"2010/11",240.427111692536,186.701059833195,304.798653452708,NA,NA,68,28283,NA,NA,"Same","Same",20100000
"337",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E06000003","Redcar and Cleveland","County & UA","Female","15-44 yrs",NA,NA,"2010/11",162.795314671431,116.824728483047,220.850226586202,NA,NA,41,25185,NA,NA,"Better","Same",20100000
"338",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E06000004","Stockton-on-Tees","County & UA","Female","15-44 yrs",NA,NA,"2010/11",194.261412858005,152.536991687032,243.87741449058,NA,NA,74,38093,NA,NA,"Better","Same",20100000
"339",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000001","North East region","E06000005","Darlington","County & UA","Female","15-44 yrs",NA,NA,"2010/11",294.753389663981,224.927888337627,379.40603952959,NA,NA,60,20356,NA,NA,"Same","Worse",20100000
"340",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E06000006","Halton","County & UA","Female","15-44 yrs",NA,NA,"2010/11",280.044807169147,218.308665818313,353.819766490794,NA,NA,70,24996,NA,NA,"Same","Same",20100000
"341",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E06000007","Warrington","County & UA","Female","15-44 yrs",NA,NA,"2010/11",225.305047845679,180.938454109541,277.257248731093,NA,NA,89,39502,NA,NA,"Same","Same",20100000
"342",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E06000008","Blackburn with Darwen","County & UA","Female","15-44 yrs",NA,NA,"2010/11",314.280102141033,254.567891753403,383.789795715735,NA,NA,96,30546,NA,NA,"Worse","Same",20100000
"343",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000002","North West region","E06000009","Blackpool","County & UA","Female","15-44 yrs",NA,NA,"2010/11",212.448751397689,160.906609627002,275.251999265609,NA,NA,57,26830,NA,NA,"Same","Same",20100000
"344",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E06000010","Kingston upon Hull","County & UA","Female","15-44 yrs",NA,NA,"2010/11",336.98399326032,290.533341731933,388.749299680213,NA,NA,188,55789,NA,NA,"Worse","Worse",20100000
"345",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E06000011","East Riding of Yorkshire","County & UA","Female","15-44 yrs",NA,NA,"2010/11",228.367528991971,190.521558952728,271.52973847792,NA,NA,128,56050,NA,NA,"Same","Same",20100000
"346",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E06000012","North East Lincolnshire","County & UA","Female","15-44 yrs",NA,NA,"2010/11",226.036821070563,175.870138756617,286.064063732704,NA,NA,69,30526,NA,NA,"Same","Same",20100000
"347",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E06000013","North Lincolnshire","County & UA","Female","15-44 yrs",NA,NA,"2010/11",113.876687815194,79.3192855133228,158.374906032481,NA,NA,35,30735,NA,NA,"Better","Better",20100000
"348",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000003","Yorkshire and the Humber region","E06000014","York","County & UA","Female","15-44 yrs",NA,NA,"2010/11",125.997480050399,94.6531848722403,164.399380264386,NA,NA,54,42858,NA,NA,"Better","Better",20100000
"349",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E06000015","Derby","County & UA","Female","15-44 yrs",NA,NA,"2010/11",316.987112964396,270.865414978349,368.710860224379,NA,NA,168,52999,NA,NA,"Worse","Worse",20100000
"350",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E06000016","Leicester","County & UA","Female","15-44 yrs",NA,NA,"2010/11",212.966428746596,181.710594126334,248.055268803296,NA,NA,165,77477,NA,NA,"Same","Better",20100000
"351",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E06000017","Rutland","County & UA","Female","15-44 yrs",NA,NA,"2010/11",145.60750687591,66.5810240637168,276.408404002899,NA,NA,9,6181,NA,NA,"Same","Same",20100000
"352",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000004","East Midlands region","E06000018","Nottingham","County & UA","Female","15-44 yrs",NA,NA,"2010/11",296.213273556961,258.526900602375,337.848378639111,NA,NA,222,74946,NA,NA,"Worse","Same",20100000
"353",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E06000019","Herefordshire","County & UA","Female","15-44 yrs",NA,NA,"2010/11",135.078635062554,97.3527988051256,182.587073548679,NA,NA,42,31093,NA,NA,"Better","Better",20100000
"354",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E06000020","Telford and Wrekin","County & UA","Female","15-44 yrs",NA,NA,"2010/11",243.082648100354,193.042710504007,302.129536582825,NA,NA,81,33322,NA,NA,"Same","Same",20100000
"355",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000005","West Midlands region","E06000021","Stoke-on-Trent","County & UA","Female","15-44 yrs",NA,NA,"2010/11",593.664944183661,528.485517929263,664.663289575459,NA,NA,301,50702,NA,NA,"Worse","Worse",20100000
"356",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000022","Bath and North East Somerset","County & UA","Female","15-44 yrs",NA,NA,"2010/11",135.773484569909,100.108649403115,180.015942585148,NA,NA,48,35353,NA,NA,"Better","Better",20100000
"357",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000023","Bristol","County & UA","Female","15-44 yrs",NA,NA,"2010/11",358.916903796389,322.891501705744,397.862633683176,NA,NA,362,100859,NA,NA,"Worse","Worse",20100000
"358",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000024","North Somerset","County & UA","Female","15-44 yrs",NA,NA,"2010/11",537.483115713643,463.957632245588,619.35068074002,NA,NA,191,35536,NA,NA,"Worse","Worse",20100000
"359",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000025","South Gloucestershire","County & UA","Female","15-44 yrs",NA,NA,"2010/11",335.979251807608,287.507925667987,390.282824195409,NA,NA,171,50896,NA,NA,"Worse","Same",20100000
"360",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000026","Plymouth","County & UA","Female","15-44 yrs",NA,NA,"2010/11",292.839423274206,248.824252237709,342.397222800962,NA,NA,157,53613,NA,NA,"Worse","Same",20100000
"361",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000027","Torbay","County & UA","Female","15-44 yrs",NA,NA,"2010/11",466.908431550317,381.105794854118,566.262264039126,NA,NA,103,22060,NA,NA,"Worse","Worse",20100000
"362",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000028","Bournemouth","County & UA","Female","15-44 yrs",NA,NA,"2010/11",244.593202883625,197.890507372117,299.002506754777,NA,NA,95,38840,NA,NA,"Same","Same",20100000
"363",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000029","Poole","County & UA","Female","15-44 yrs",NA,NA,"2010/11",229.978856782522,176.323470774779,294.822515211047,NA,NA,62,26959,NA,NA,"Same","Same",20100000
"364",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000009","South West region","E06000030","Swindon","County & UA","Female","15-44 yrs",NA,NA,"2010/11",279.502394098376,232.109845269046,333.726247684178,NA,NA,122,43649,NA,NA,"Same","Same",20100000
"365",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E06000031","Peterborough","County & UA","Female","15-44 yrs",NA,NA,"2010/11",161.339889366933,123.978000910385,206.423804770771,NA,NA,63,39048,NA,NA,"Better","Better",20100000
"366",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E06000032","Luton","County & UA","Female","15-44 yrs",NA,NA,"2010/11",196.978175713486,157.982256902287,242.682621695477,NA,NA,88,44675,NA,NA,"Better","Same",20100000
"367",90739,"Pelvic inflammatory disease (PID) admissions rate / 100,000","E12000006","East of England region","E06000033","Southend-on-Sea","County & UA","Female","15-44 yrs",NA,NA,"2010/11",241.368145291849,191.967248897373,299.601510423184,NA,NA,82,33973,NA,NA,"Same","Same",20100000
